客户编号,A1,A3,A4,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A20
14471,,X121028,510000,99.0,XW9,X1,,,1,T2,5,ZC9,-0.1732604666760052,1999 days,,A2
14472,,X020222,500000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2039 days,,A2
14473,A9,X322323,530000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3375 days,,A2
14474,A9,X420121,340000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3587 days,,A2
14475,,X100106,110000,99.0,XW4,X1,,,1,T2,4,ZC4,-0.1732604666760052,2100 days,,A2
14476,,X130131,510000,30.0,XW0,X4,510131.0,B,2020,T0,N,ZC9,-0.1732604666760052,3273 days,,A2
14477,,X281182,420000,99.0,XW9,,,,1,T2,6,ZC0,-0.1732604666760052,2603 days,,A2
14478,,X522725,450000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2978 days,,A2
14479,,X432732,140000,99.0,XW0,X1,,,1,T2,5,ZC4,-0.1732604666760052,2500 days,,A2
14480,,X121623,510000,99.0,XW0,X1,,,1,T1,0,ZC9,-0.1732604666760052,2172 days,,A2
14481,A9,X121628,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3396 days,,A2
14482,,X120623,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2325 days,,A2
14483,A9,X222321,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3610 days,,A2
14484,A9,X222323,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3400 days,,A2
14485,,X421225,340000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,3025 days,,A2
14486,,X321223,430000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2648 days,,A2
14487,,X420421,140000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,1993 days,,A2
14488,,X320125,130000,20.0,XW0,X1,,,2014,T1,3,ZC4,-0.1732604666760052,1927 days,,A2
14489,,X101502,510000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2142 days,,A2
14490,,X632330,360000,99.0,XW9,X1,,,1,T2,3,,-0.1732604666760052,2073 days,,A2
14491,,X421226,340000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3112 days,,A2
14492,,X500104,350000,30.0,XW0,,,B,2016,T0,6,ZC9,-0.1732604666760052,2709 days,,A2
14493,,X520221,450000,99.0,XW0,,,,1,T2,6,ZC9,-0.1732604666760052,2700 days,,A2
14494,,X220526,420000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2936 days,,A2
14495,,X629024,460000,30.0,XW9,,,B,2019,T0,N,ZC4,-0.1732604666760052,2091 days,,A2
14496,,X202102,620000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2973 days,,A2
14497,,X000107,500000,30.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2802 days,,A2
14498,A9,X220125,320000,30.0,XW0,,,B,1,T0,N,ZC9,-0.1732604666760052,3595 days,,A2
14499,,X120522,410000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2644 days,,A2
14500,,X101303,510000,30.0,XW0,X1,,B,2019,T0,6,,-0.1732604666760052,2981 days,,A2
14501,,X120224,410000,30.0,XW0,,,B,2017,T0,3,,-0.1732604666760052,2969 days,,A2
14502,,X321023,430000,99.0,XW9,X1,,,1,T2,N,ZC9,-0.1732604666760052,2063 days,,A2
14503,,X302301,530000,30.0,XW0,,,,1,T0,5,ZC9,-0.1732604666760052,2871 days,,A2
14504,,X722323,370000,99.0,XW9,X1,,,1,T0,6,ZC0,-0.1732604666760052,2507 days,,A2
14505,,X220423,520000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,3083 days,,A2
14506,A9,X520321,350000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3573 days,,A2
14507,,X200704,420000,99.0,XW0,X1,,,1,T2,6,ZC3,-0.1732604666760052,2097 days,,A2
14508,,X232132,520000,99.0,XW9,X1,,,1,T0,4,,-0.1732604666760052,2662 days,,A2
14509,,X522123,450000,99.0,XW9,,,,1,T0,1,ZC0,-0.1732604666760052,2993 days,,A2
14510,,X180881,210000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,3039 days,,A2
14511,,X123822,510000,99.0,XW9,X1,,,1,T1,0,ZC0,-0.1732604666760052,2130 days,,A2
14512,,X421622,340000,99.0,XW9,,,,1,T0,4,ZC9,-0.1732604666760052,3004 days,,A2
14513,,X120323,410000,99.0,XW0,,,,1,T0,6,ZC3,-0.1732604666760052,2436 days,,A2
14514,,X222825,420000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2203 days,,A2
14515,,X302301,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3185 days,,A2
14516,,X080382,500000,99.0,XW9,,,,1,T0,N,ZC3,-0.1732604666760052,3160 days,,A2
14517,,X330636,130000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2158 days,,A2
14518,,X420524,140000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2940 days,,A2
14519,,X420427,140000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2984 days,,A2
14520,A9,X220221,520000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3561 days,,A2
14521,,X121724,510000,40.0,XW0,X1,,,1,T0,N,ZC9,-0.1732604666760052,2879 days,,A2
14522,,X322321,230000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3187 days,,A2
14523,,X520121,450000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2516 days,,A2
14524,,X100902,210000,20.0,XW4,,,B,2008,T0,N,ZC9,-0.1732604666760052,3041 days,,A2
14525,A9,X422921,340000,20.0,XW4,,,B,1,T0,N,,-0.1732604666760052,3599 days,,A2
14526,,X580881,450000,99.0,XW9,,,,1,T2,1,ZC9,-0.1732604666760052,2733 days,,A2
14527,A9,X402501,340000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3575 days,,A2
14528,,X000108,500000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2237 days,,A2
14529,,X522127,450000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3179 days,,A2
14530,,X320525,130000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2171 days,,A2
14531,,X320821,130000,30.0,XW0,X1,,,2013,T1,6,ZC9,-0.1732604666760052,2166 days,,A2
14532,,X000102,500000,40.0,XW9,,,,1,T0,N,,-0.1732604666760052,2920 days,,A2
14533,,X480882,440000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2741 days,,A2
14534,,X380182,130000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,2147 days,,A2
14535,,X020221,500000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2286 days,,A2
14536,,X102501,510000,30.0,XW0,X1,,,1,T2,1,ZC3,5.9150818912412175,1923 days,,A2
14537,,X123822,510000,99.0,XW9,X1,,,1,T2,5,ZC9,-0.1732604666760052,2155 days,,A2
14538,,X120823,510000,99.0,XW9,X1,,,1,T1,5,ZC0,-0.1732604666760052,1982 days,,A2
14539,,X180184,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2024 days,,A2
14540,A9,X030230,500000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3592 days,,A2
14541,,X422221,340000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2931 days,,A2
14542,A9,X320224,430000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3401 days,,A2
14543,A9,X421621,340000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3607 days,,A2
14544,,X120221,510000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2184 days,,A2
14545,,X520422,450000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2935 days,,A2
14546,,X120623,510000,99.0,XW9,X1,,,1,T1,4,ZC9,-0.1732604666760052,1927 days,,A2
14547,,X120323,210000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3174 days,,A2
14548,A9,X121621,510000,99.0,XW9,X1,,,1,T0,N,ZC0,-0.1732604666760052,3567 days,,A2
14549,,X320427,130000,99.0,XW0,X1,,,1,T2,3,ZC3,-0.1732604666760052,2105 days,,A2
14550,,X500702,450000,99.0,XW9,,,,1,T0,3,ZC3,-0.1732604666760052,2930 days,,A2
14551,A9,X100103,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3600 days,,A2
14552,,X320122,230000,20.0,XW4,,,B,2015,T1,3,ZC9,-0.1732604666760052,2671 days,,A2
14553,,X380982,130000,99.0,XW9,X1,,,1,T2,N,ZC1,-0.1732604666760052,2254 days,,A2
14554,,X130230,310000,30.0,XW0,X1,,B,2018,T0,N,,-0.1732604666760052,2506 days,,A2
14555,,X522128,450000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3332 days,,A2
14556,,X120922,410000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2972 days,,A2
14557,,X120926,410000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3291 days,,A2
14558,,X121322,510000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2207 days,,A2
14559,,X221125,420000,99.0,XW9,X1,,,1,T1,N,ZC0,-0.1732604666760052,1982 days,,A2
14560,,X222423,520000,99.0,XW0,,,,1,T2,6,ZC0,-0.1732604666760052,2630 days,,A2
14561,,X020222,500000,30.0,XW0,,,B,2020,T0,N,ZC3,-0.1732604666760052,3297 days,,A2
14562,,X080381,500000,99.0,XW0,X1,,,1,T0,6,ZC9,-0.1732604666760052,2173 days,,A2
14563,,X103901,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,1971 days,,A2
14564,,X701102,370000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2938 days,,A2
14565,,X520222,450000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3000 days,,A2
14566,,X120822,510000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2033 days,,A2
14567,,X121124,510000,99.0,XW9,X1,,,1,T1,3,,-0.1732604666760052,1985 days,,A2
14568,,X210319,220000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2992 days,,A2
14569,,X210117,420000,99.0,XW0,X1,,,1,T1,3,ZC9,-0.1732604666760052,2172 days,,A2
14570,,X330431,130000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2509 days,,A2
14571,,X222121,520000,99.0,XW0,,,,1,T2,5,ZC3,-0.1732604666760052,2700 days,,A2
14572,,X120923,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2082 days,,A2
14573,,X320421,430000,60.0,XW9,,,,1,T2,1,ZC9,-0.1732604666760052,2658 days,,A2
14574,,X120321,510000,99.0,XW9,X1,,,1,T1,3,,-0.1732604666760052,2021 days,,A2
14575,,X221322,320000,99.0,XW9,,,,1,T0,4,ZC9,-0.1732604666760052,3128 days,,A2
14576,,X320526,130000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,1976 days,,A2
14577,,X220721,220000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2972 days,,A2
14578,,X320122,430000,30.0,XW0,,,B,2019,T0,N,,-0.1732604666760052,3165 days,,A2
14579,,X322125,530000,99.0,XW0,,,,1,T2,6,ZC4,-0.1732604666760052,2733 days,,A2
14580,,X121424,410000,60.0,XW0,X1,,,1,T2,6,ZC9,5.7364942359851305,1989 days,,A2
14581,,X101302,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3344 days,,A2
14582,A9,X502801,150000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3575 days,,A2
14583,,X020226,500000,30.0,XW0,X1,,,2016,T1,3,ZC9,-0.1732604666760052,2151 days,,A2
14584,,X321022,430000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2260 days,,A2
14585,,X120522,410000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2070 days,,A2
14586,,X132533,510000,99.0,XW0,X1,,,1,T2,3,ZC4,-0.1732604666760052,2135 days,,A2
14587,,X320526,130000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2041 days,,A2
14588,,X010113,500000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2060 days,,A2
14589,,X101002,510000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,1915 days,,A2
14590,,X522129,450000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2844 days,,A2
14591,,X520124,450000,99.0,XW0,,,,1,T0,3,ZC9,-0.1732604666760052,2686 days,,A2
14592,,X302101,230000,99.0,XW9,X1,,,1,T0,3,ZC0,-0.1732604666760052,1985 days,,A2
14593,,X133031,510000,99.0,XW0,X1,,,1,T2,5,ZC4,-0.1732604666760052,2134 days,,A2
14594,,X121521,510000,99.0,XW0,X1,,,1,T2,N,ZC9,-0.1732604666760052,2152 days,,A2
14595,,X300903,230000,99.0,XW4,X1,,,1,T1,4,ZC9,-0.1732604666760052,2026 days,,A2
14596,,X323523,530000,99.0,XW0,X1,,,1,T1,3,ZC4,-0.1732604666760052,2769 days,,A2
14597,,X700104,370000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,3048 days,,A2
14598,,X502801,150000,99.0,XW0,,,,1,T2,3,ZC9,-0.1732604666760052,2666 days,,A2
14599,,X000101,500000,30.0,XW0,X1,,,2016,T1,3,ZC0,-0.1732604666760052,2211 days,,A2
14600,,X402401,140000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3060 days,,A0
14601,,X123722,510000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2232 days,,A2
14602,A9,X620722,360000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3567 days,,A2
14603,,X720923,370000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,1982 days,,A2
14604,,X120525,510000,20.0,XW4,X1,,,2017,T0,5,ZC9,-0.1732604666760052,2229 days,,A2
14605,,X120722,510000,20.0,XW0,X1,,,2014,T2,3,ZC9,-0.1732604666760052,2232 days,,A2
14606,,X222124,520000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2808 days,,A2
14607,A9,X520422,450000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3398 days,,A2
14608,,X120322,510000,99.0,XW0,X1,,,1,T2,4,ZC0,-0.1732604666760052,2130 days,,A2
14609,,X120322,410000,99.0,XW0,X1,,,1,T1,3,,-0.1732604666760052,2506 days,,A2
14610,,X030236,500000,99.0,XW0,X1,,,1,T2,3,,-0.1732604666760052,2139 days,,A2
14611,,X220422,620000,30.0,XW0,X1,,,2013,T0,3,ZC9,-0.1732604666760052,2011 days,,A2
14612,,X630035,460000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2940 days,,A2
14613,,X101403,210000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3264 days,,A2
14614,,X320129,530000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,3087 days,,A2
14615,,X110811,510000,99.0,XW0,X1,,,1,T0,3,ZC3,-0.1732604666760052,2226 days,,A2
14616,,X020222,500000,99.0,XW0,X1,,,1,T2,N,ZC3,-0.1732604666760052,2795 days,,A2
14617,,X103901,510000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2983 days,,A2
14618,,X222622,520000,99.0,XW9,,,,1,T0,4,ZC9,-0.1732604666760052,3028 days,,A2
14619,,X520722,450000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2970 days,,A2
14620,,X330533,130000,99.0,XW9,X1,,,1,T1,6,,-0.1732604666760052,2122 days,,A2
14621,,X210114,420000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2158 days,,A2
14622,,X080381,500000,99.0,XW9,X1,,,1,T0,4,ZC0,-0.1732604666760052,2145 days,,A2
14623,,X425222,440000,20.0,XW4,X1,,B,2019,T1,3,ZC4,-0.1732604666760052,2776 days,,A2
14624,,X421424,440000,99.0,XW0,X1,,,1,T0,4,ZC0,-0.1732604666760052,2502 days,,A2
14625,,X122328,610000,30.0,XW0,X1,,B,2010,T1,4,ZC9,-0.1732604666760052,2501 days,,A2
14626,A9,X222425,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3379 days,,A2
14627,A9,X121627,410000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3366 days,,A2
14628,,X402601,340000,99.0,XW4,X1,,,1,T2,3,ZC9,-0.1732604666760052,2124 days,,A2
14629,,X220921,320000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3135 days,,A2
14630,,X320726,430000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2654 days,,A2
14631,,X130132,510000,99.0,XW4,X1,,,1,T2,5,ZC9,-0.1732604666760052,1998 days,,A2
14632,,X309005,230000,99.0,XW9,,,,1,T0,3,ZC3,-0.1732604666760052,3050 days,,A2
14633,,X100503,510000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2690 days,,A2
14634,,X120922,510000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2299 days,,A2
14635,,X103701,510000,99.0,XW9,X1,,,1,T0,1,,-0.1732604666760052,2139 days,,A2
14636,,X103902,510000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2132 days,,A2
14637,,X422222,340000,99.0,XW9,,,,1,T0,5,ZC0,-0.1732604666760052,2713 days,,A2
14638,,X320921,430000,99.0,XW9,,,,1,T0,0,,-0.1732604666760052,3115 days,,A2
14639,,X520821,350000,20.0,XW0,X1,,J,2019,T0,1,ZC9,-0.1732604666760052,2108 days,,A2
14640,,X522725,450000,30.0,XW0,,,,1,T0,N,ZC9,-0.1732604666760052,2865 days,,A2
14641,,X322128,230000,99.0,XW9,,,,1,T2,6,,-0.1732604666760052,2716 days,,A2
14642,,X123026,410000,20.0,XW4,X1,,,2012,T0,1,ZC9,-0.1732604666760052,1969 days,,A2
14643,,X332332,230000,30.0,XW0,X1,,,1,T0,4,ZC9,-0.1732604666760052,2153 days,,A2
14644,,X520322,450000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2528 days,,A2
14645,,X111113,510000,99.0,XW4,X1,,,1,T2,6,ZC4,-0.1732604666760052,2261 days,,A2
14646,,X302404,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2031 days,,A2
14647,,X425224,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2927 days,,A2
14648,,X522428,450000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2965 days,,A2
14649,,X220422,220000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3300 days,,A2
14650,,X520428,150000,99.0,XW4,,,,1,T2,5,ZC9,-0.1732604666760052,2726 days,,A2
14651,,X123821,510000,99.0,XW0,X1,,,1,T1,3,ZC9,-0.1732604666760052,1974 days,,A2
14652,,X000102,500000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2738 days,,A2
14653,,X321124,430000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2930 days,,A2
14654,,X602202,360000,99.0,XW0,,,,1,T2,6,ZC9,-0.1732604666760052,2702 days,,A2
14655,,X602301,360000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2766 days,,A2
14656,,X220323,320000,30.0,XW0,,,B,2018,T0,M,,-0.1732604666760052,2948 days,,A2
14657,,X420321,140000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2962 days,,A2
14658,,X222321,520000,40.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2908 days,,A2
14659,,X620124,360000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2174 days,,A2
14660,,X320525,130000,70.0,XW0,,,,1,T0,4,ZC4,-0.1732604666760052,2612 days,,A2
14661,,X330434,130000,99.0,XW9,X1,,,1,T0,6,ZC0,-0.1732604666760052,2284 days,,A2
14662,,X481881,440000,99.0,XW9,,,,1,T0,1,,-0.1732604666760052,2983 days,,A2
14663,,X321224,430000,99.0,XW9,,,,1,T0,4,ZC9,-0.1732604666760052,2625 days,,A2
14664,,X220821,220000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2994 days,,A2
14665,,X421622,440000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3124 days,,A2
14666,,X110219,510000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,1916 days,,A2
14667,,X322626,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3348 days,,A2
14668,,X400406,340000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2776 days,,A2
14669,,X425224,440000,99.0,XW9,,,,1,T0,0,,-0.1732604666760052,2964 days,,A2
14670,,X210115,420000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2062 days,,A2
14671,,X122725,610000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2992 days,,A2
14672,,X502201,350000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2954 days,,A2
14673,,X120824,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2929 days,,A2
14674,,X720322,370000,30.0,XW0,,,B,2014,T0,1,ZC9,-0.1732604666760052,2957 days,,A2
14675,,X020223,500000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,1938 days,,A2
14676,,X122825,410000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3162 days,,A2
14677,,X123824,510000,60.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2875 days,,A2
14678,,X320929,130000,30.0,XW0,X1,,B,2011,T2,5,ZC9,-0.1732604666760052,2320 days,,A2
14679,,X500702,450000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2945 days,,A2
14680,,X420423,140000,99.0,XW9,X1,,,1,T2,6,ZC9,-0.1732604666760052,2509 days,,A2
14681,,X232631,520000,99.0,XW9,,,,1,T2,6,ZC9,-0.1732604666760052,2746 days,,A2
14682,,X121225,510000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,1944 days,,A2
14683,,X420322,640000,99.0,XW0,,,,1,T2,4,ZC9,-0.1732604666760052,2681 days,,A2
14684,,X380982,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2173 days,,A2
14685,,X180781,510000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,1943 days,,A2
14686,,X422623,340000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2977 days,,A2
14687,,X303001,130000,30.0,XW4,,,,1,T0,3,ZC1,-0.1732604666760052,2918 days,,A2
14688,,X522322,150000,30.0,XW0,,,B,2020,T0,N,ZC9,-0.1732604666760052,3352 days,,A2
14689,,X520621,450000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2991 days,,A2
14690,,X330130,130000,99.0,XW0,X1,,,1,T2,6,ZC0,-0.1732604666760052,2153 days,,A2
14691,,X330730,130000,99.0,XW0,X1,,,1,T1,5,ZC3,-0.1732604666760052,2211 days,,A2
14692,,X330434,130000,99.0,XW9,X1,,,1,T2,N,ZC9,-0.1732604666760052,2508 days,,A2
14693,,X222123,620000,99.0,XW0,,,,1,T2,3,ZC9,-0.1732604666760052,2744 days,,A2
14694,,X110114,310000,30.0,XW0,,,B,2014,T0,1,,-0.1732604666760052,2977 days,,A2
14695,,X101502,510000,30.0,XW0,X1,,,2013,T1,3,ZC9,-0.1732604666760052,2178 days,,A2
14696,,X133437,510000,99.0,XW9,X1,,,1,T0,N,ZC9,-0.1732604666760052,3235 days,,A2
14697,,X030233,500000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3111 days,,A2
14698,,X700105,370000,20.0,XW4,,,B,2020,T0,N,,-0.1732604666760052,3294 days,,A2
14699,,X020228,500000,99.0,XW9,X1,,,1,T1,5,,-0.1732604666760052,2033 days,,A2
14700,,X420226,140000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2167 days,,A2
14701,,X481481,440000,99.0,XW9,X1,,,1,T1,1,ZC9,-0.1732604666760052,2491 days,,A2
14702,,X520524,350000,99.0,XW9,,,,1,T0,4,ZC9,-0.1732604666760052,2934 days,,A2
14703,,X030237,500000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,3064 days,,A2
14704,,X421823,440000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2969 days,,A2
14705,,X580881,450000,60.0,XW9,,,,1,T2,4,ZC9,5.642634246717017,2685 days,,A2
14706,,X781481,370000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2145 days,,A2
14707,,X322122,630000,99.0,XW9,,,,1,T0,3,ZC3,-0.1732604666760052,2644 days,,A2
14708,,X103701,510000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,1925 days,,A2
14709,,X222425,520000,30.0,XW0,,,B,2020,T0,N,ZC0,-0.1732604666760052,3302 days,,A2
14710,,X123322,510000,30.0,XW9,X1,,B,1,T0,N,ZC0,-0.1732604666760052,3207 days,,A2
14711,,X480781,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3218 days,,A2
14712,,X680782,360000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2713 days,,A2
14713,,X121025,510000,99.0,XW9,X1,,,1,T1,1,ZC0,-0.1732604666760052,1927 days,,A2
14714,,X500204,350000,99.0,XW9,X1,,,1,T1,4,ZC4,-0.1732604666760052,2514 days,,A2
14715,,X030230,500000,99.0,XW0,,,,1,T2,3,ZC9,-0.1732604666760052,1959 days,,A2
14716,,X520321,450000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2170 days,,A2
14717,,X120722,510000,99.0,XW0,X1,,,1,T1,5,ZC3,-0.1732604666760052,2167 days,,A2
14718,,X020228,500000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2333 days,,A2
14719,,X410211,140000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2765 days,,A2
14720,,X120725,410000,99.0,XW9,X1,,,1,T2,1,ZC3,-0.1732604666760052,1965 days,,A2
14721,,X010112,500000,99.0,XW9,X1,,,1,T1,6,ZC0,-0.1732604666760052,2185 days,,A2
14722,,X310113,530000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3312 days,,A2
14723,,X502701,150000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,2983 days,,A2
14724,,X422625,140000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,3026 days,,A2
14725,A9,X522127,450000,30.0,XW0,,,B,1,T0,N,ZC9,-0.1732604666760052,3575 days,,A2
14726,,X120223,510000,99.0,XW9,X1,,,1,T2,4,ZC9,-0.1732604666760052,2281 days,,A2
14727,,X120225,410000,99.0,XW0,X1,,,1,T1,4,ZC3,-0.1732604666760052,1941 days,,A2
14728,,X121425,410000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2532 days,,A2
14729,,X121026,510000,99.0,XW9,X1,,,1,T0,1,,-0.1732604666760052,2105 days,,A2
14730,A9,X502201,650000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3589 days,,A2
